Participant ID,/a/ Start,/a/ End,/i/ Start,/i/ End,blue Start,blue End,hard Start,hard End,away Start,away End,egg Start,egg End,lemon Start,lemon End,peter Start,peter End
BL01,18.131,21.473,22.434,26.615,0.941,3.782,4.734,6.138,7.051,8.584,9.566,11.653,12.636,14.56,15.535,17.513
BL02,21.349,25.748,27.705,31.803,0.987,3.67,4.643,6.614,7.591,9.394,10.365,12.98,13.949,15.569,17.544,19.655
BL03,22.066,26.039,27.933,32.088,1.981,4.68,5.664,7.07,8.058,9.839,10.817,12.647,13.612,15.979,16.955,19.172
BL04,17.665,20.271,21.269,24.041,1.933,4.644,5.067,6.537,7.111,9.065,9.413,11.67,12.547,14.502,14.865,16.767
BL05,18.708,21.911,22.747,25.624,0,2.909,3.76,5.612,6.431,8.202,9.022,10.889,11.709,14.815,15.651,17.873
BL06,17.725,20.678,21.493,23.627,0,2.281,3.081,4.566,5.381,7.192,8.096,10.145,11.019,13.72,14.55,16.984
BL07,16.86,20.012,20.866,23.894,0,2.097,2.981,4.678,5.562,7.589,8.473,10.199,11.113,13.14,14,15.961
BL08,15.357,17.982,18.856,22.118,0,1.927,2.829,4.316,5.19,6.677,7.565,9.233,10.107,11.941,12.829,14.455
BL09,0.656,5.247,14.471,19.418,50.155,52.3,53.323,54.928,56.572,59.242,60.63,63.219,64.081,66.482,67.195,70.418
BL10,0.479,3.375,4.93,7.825,21.845,24.261,25.041,26.635,26.995,28.829,29.44,31.675,32.425,34.891,35.561,37.456
BL11,0.684,5.425,6.909,11.871,40.055,42.238,42.734,44.145,44.804,46.46,46.94,48.889,49.369,51.187,51.578,53.421
BL12,9.054,13.369,13.661,18.671,40.955,45.163,45.902,48.452,49.446,52.06,52.48,54.903,55.0935,57.414,57.732,61.392
BL13,14.484,19.098,19.369,23.938,0.267,2.891,3.071,4.896,5.137,6.917,6.991,9.133,9.313,11.62,11.921,14.259
BL14,11.704,13.982,14.166,16.301,0.017,2.09,2.223,3.373,3.567,5.754,5.825,7.58,7.641,9.581,9.662,11.54
BL16,12.278,15.279,15.706,18.706,0.117,2.469,2.61,4.447,4.225,6.05,6.159,8.094,8.257,10.324,10.466,12.224
BL17,0.589,3.421,4.399,7.301,8.348,10.481,12.071,13.767,15.042,16.702,18.205,19.953,21.263,23.291,24.793,26.839
BL18,0.366,3.176,4.755,7.899,8.605,10.875,12.008,13.646,15.449,17.886,18.926,20.638,21.883,24.432,25.565,28.133
BL19,0.161,3.75,4.645,8.839,9.839,12.26,15.179,17.391,18.851,20.666,21.625,23.253,24.357,26.653,27.716,30.199
BL20,0.165,4.413,5.309,9.707,10.347,13.528,14.445,17.157,18.01,20.53,20.617,24.756,25.673,29.026,29.942,33.994
BL21,0.086,2.887,4.241,7.188,8.651,11.342,12.33,14.234,15.496,17.327,18.314,20.292,21.535,23.824,25.031,27.96
LA1001,0.813,5.11,6.103,9.434,10.351,12.688,12.688,14.445,15.766,17.65,18.527,20.749,21.79,23.626,24.522,26.589
LA1002,0.994,3.77,5.117,7.469,8.624,10.773,11.986,13.307,14.548,16.187,17.217,19.135,20.425,22.188,23.045,24.684
LA1003,1.006,4.256,5.362,8.363,10.442,12.771,13.805,15.637,16.712,18.606,19.547,21.659,22.652,24.587,25.496,27.474
LA1005,0,3.754,4.659,8.614,9.52,11.414,12.619,13.782,14.89,16.256,17.294,18.836,19.768,21.425,22.278,23.687
LA1009,0,4.166,5.062,9.495,10.392,12.738,13.803,15.397,17.169,19.503,20.961,22.903,23.934,26.325,27.951,29.825
LA2001,1.511,5.598,7.198,11.008,11.91,14.375,15.124,16.716,17.659,19.58,20.154,22.567,23.182,25.123,25.646,27.567
LA2004,0.425,2.911,5.649,8.63,9.401,13.119,13.95,16.702,17.847,20.466,21.419,24.17,26.028,29.25,30.021,33.099
LA2007,0.485,3.973,5.533,8.731,9.526,11.594,11.637,13.199,13.34,14.82,15.028,16.828,16.938,18.679,18.76,20.367
LA5003,1.078,3.81,4.264,7.638,9.323,12.21,12.851,14.796,15.685,17.362,18.271,20.983,21.861,24.252,25.058,27.479
LA7003,0.175,2.916,3.112,5.736,5.782,8.586,8.625,10.736,10.995,13.492,13.783,16.516,16.665,18.958,19.138,21.469
LA7004,0.041,4.544,5.311,8.587,9.109,11.42,11.522,13.185,13.564,15.329,15.652,17.413,17.702,19.76,19.965,21.708
LA7005,0.141,3.036,3.691,6.026,6.71,8.965,9.435,10.894,11.445,13.295,13.736,15.938,16.262,18.17,18.743,20.615
LA7006,0.19,3.874,5.826,9.014,10.369,14.01,14.715,16.933,17.362,20.021,20.34,23.396,23.67,26.77,27.42,29.881
LA7007,0.243,2.357,3.191,5.123,5.431,7.617,7.7,9.342,9.553,11.194,11.544,13.131,13.342,14.965,15.182,16.581
LA7008,0.192,2.555,2.995,5.285,5.693,7.93,8.166,9.631,9.822,11.419,11.602,13.615,13.858,15.758,15.988,18.04
LA7009,0.112,2.625,3.099,5.28,5.993,8.965,9.047,10.907,11.294,12.257,,,,,12.81,14.88
LA7011,0.445,2.73,3.596,5.704,5.971,8.396,8.502,10.497,10.799,12.583,13.089,15.078,15.479,17.467,17.79,19.337
LA7012,0.797,5.017,16.91,21.057,31.618,33.621,34.093,35.695,36.453,38.209,38.835,40.872,41.707,43.573,44.144,46.12
LA8001,0.856,3.842,11.942,14.658,22.424,24.741,25.43,27.12,28.175,30.302,30.999,32.846,34.042,35.968,36.355,38.282
LA8002,0.794,3.673,13.002,15.438,24.427,26.371,27.293,29.231,30.308,31.967,32.857,34.534,35.199,37.474,38.439,40.397
LA9002,0.722,4.175,5.614,8.746,9.752,11.904,12.458,13.968,14.67,16.311,17.385,19.043,19.649,21.428,21.852,23.666
LA9003,0.335,3.376,6.512,9.467,11.385,13.504,13.993,15.651,16.199,18.034,18.66,20.779,21.406,23.397,24.122,26.084
LA9004,0.469,3.626,3.71,6.936,7.127,9.089,9.87,11.288,12.107,13.633,14.398,16.153,16.934,18.666,19.447,21.021
LA9006,2.37,5.415,17.427,20.234,31.8,34,34.588,35.948,36.641,38.446,39.383,41.461,42.017,43.747,44.486,46.302
LA9007,1.072,4.193,15.605,18.792,28.841,31.645,32.836,34.247,34.696,36.444,37.423,39.234,39.676,41.65,42.223,44.153
LA9008,1.085,4.238,13.018,15.951,25.619,28.036,29.378,30.982,32.068,33.763,34.695,36.44,36.785,38.754,39.207,41.547
LA9009,1.85,4.747,13.405,16.036,24.405,26.345,26.872,28.075,29.327,30.738,31.891,33.457,34.529,36.101,37.162,38.697
LA9010,0.632,3.308,4.965,8.326,9.717,12.404,12.922,14.946,15.918,17.908,19.255,21.489,22.637,25.181,26.329,28.64
LA9011,0.872,3.811,5.431,7.944,8.458,10.486,11.553,12.879,14.352,15.975,17.339,19.209,20.493,22.452,23.757,25.192
LA9012,1.619,4.416,6.665,9.388,11.463,14.497,15.577,17.791,19.12,21.371,22.314,24.727,25.683,28.158,29.064,31.24
LA9013,0.884,3.426,7.282,9.729,11.88,14.692,15.902,17.361,18.724,20.301,21.347,23.371,24.546,26.51,27.497,29.403
LA9014,1.056,3.58,6.681,9.008,11.438,13.58,15.176,16.682,18.197,20.247,21.669,23.534,25.107,26.694,28.22,29.819
LA9015,1.864,4.968,6.784,9.866,12.004,13.756,15.184,16.504,18.298,19.829,21.534,23.242,24.903,26.4,27.707,29.16
LA9016,1.127,3.56,6.463,8.788,10.791,13.042,14.048,15.667,16.662,18.184,19.191,21.056,22.062,23.97,24.944,26.594
LA9017,1.949,4.497,6.402,8.9,11.06,13.241,14.942,16.431,17.551,19.152,20.079,21.792,22.841,24.452,25.5,26.959
LA9018,1.369,3.945,7.568,10.168,12.705,14.976,16.476,17.819,19.904,21.577,23.443,25.14,26.835,28.374,30.057,31.583
LA9019,1.894,5.054,6.092,9.056,10.881,13.101,14.324,16.009,17.517,19.027,20.349,22.361,23.508,25.597,26.799,28.757
LA9020,0,2.437,3.406,5.63,6.971,9.151,9.784,11.061,11.709,13.285,13.954,15.523,16.083,17.731,18.248,19.722
LA9021,0,2.377,3.296,5.517,6.463,8.399,8.926,10.219,11.01,12.594,13.1,14.556,14.86,16.397,16.822,18.129
LA9022,0,2.793,3.714,6.73,7.692,9.633,10.554,11.71,12.744,14.06,14.925,16.433,17.411,19.152,20.049,21.413
LA9023,0,2.63,3.585,6.059,7.015,9.062,9.62,10.828,11.452,12.94,13.403,15.295,15.794,17.473,17.907,19.747
LA9024,0,2.356,3.315,6.098,7.041,8.776,9.447,10.599,11.247,12.591,13.203,14.716,15.741,17.816,18.56,19.845
LA9025,0,2.693,3.603,5.955,6.906,9.275,9.705,11.196,11.973,13.762,14.556,16.411,17.495,19.359,20.575,22.298
LA9026,0,3.187,4.146,7.419,8.387,10.047,10.999,11.929,12.905,14.025,14.985,16.376,17.336,19.004,19.98,21.14
LA9027,,,0,3.669,4.612,6.741,7.119,9.735,10.329,12.04,12.526,15.119,15.474,17.618,18.561,20.558
LA90026,0.976,4.244,14.364,17.716,28.797,30.458,31.89,32.894,34.597,35.778,37.399,38.851,40.491,42.196,43.287,44.493
LA10001,0.873,4.337,6.513,10.319,11.458,14.3,15.512,16.819,17.679,19.401,20.478,22.252,23.318,24.968,25.9,27.498
NYU1001,16.666,21.79,,,3.764,5.82,6.404,8.103,1.081,2.708,9.144,10.829,11.842,13.741,14.083,15.596
NYU1002,21.385,22.805,,,3.461,7.06,8.236,10.658,0.957,2.715,11.718,14.024,15.035,17.092,18.102,20.64
NYU1003,16.961,18.91,,,3.713,5.78,6.761,8.382,1.007,2.747,9.303,11.089,12.099,14.003,14.611,16.545
NYU1004,22.12,26.692,,,18.114,21.165,0,1.89,14.242,17.143,2.895,5.527,6.666,8.98,9.968,13.539
NYU1005,18.113,22.025,,,2.942,5.211,6.164,7.949,0,1.975,8.944,10.812,11.793,13.606,14.573,17.188
NYU1006,16.617,21.839,,,2.656,4.728,5.838,7.718,0,1.684,8.718,10.378,11.378,13.121,14.162,15.658
NYU1007,16.325,19.865,,,2.454,4.638,5.622,7.22,0,1.519,8.204,9.877,10.874,12.534,13.556,15.378
NYU1008,17.616,20.422,,,2.792,5.434,6.459,8.32,0,1.831,9.281,11.077,12.038,13.95,14.936,16.656
NYU1009,0,4.901,,,17.834,19.785,20.375,22.165,15.512,17.333,22.796,24.278,24.633,26.237,26.608,28.131
NYU1010,0,3.789,,,13.248,15.293,16.225,17.514,10.942,12.446,18.082,19.502,20.518,22.367,23.159,25.269
NYU1011,3.945,8.221,,,20.059,22.496,23.283,25.301,17.656,19.406,26.014,27.917,28.725,30.921,31.687,33.757
NYU1012,0.52,4.764,,,16.197,18.648,19.158,20.786,28.052,29.867,20.858,22.861,23.548,25.363,25.518,27.49
NYU1013,11.43,16.89,,,1.736,3.996,4.122,5.322,0.039,1.652,5.438,7.21,7.431,9.32,9.5,10.964
NYU1014,12.014,18.003,,,1.749,4.158,4.27,5.786,0.064,1.693,5.807,7.775,7.842,10.059,10.16,11.969
NYU1015,11.883,15.957,,,1.827,4.121,4.2,5.85,0.057,1.687,5.98,8.103,8.213,10.245,10.365,11.814
NYU1016,0.333,4.045,,,6.926,9.092,10.342,11.946,4.536,6.084,13.617,15.629,16.555,18.398,19.887,21.701
NYU1017,0.244,5.662,,,9.902,12.255,13.347,15.071,7.218,9.008,15.866,17.805,18.715,20.638,21.465,23.222
NYU1018,0.047,4.297,,,9.386,12.705,13.88,16.181,5.261,8.176,17.321,19.657,20.885,23.747,24.448,27.311
NYU1019,0,3.484,,,7.236,9.379,10.283,11.642,4.754,6.039,12.746,14.663,15.434,17.245,17.962,19.707
NYU1020,0.356,6.783,7.45,10.826,14.507,16.837,17.522,18.985,11.872,13.786,20.554,22.703,23.099,25.032,25.482,27.787
NYU1022,0.504,2.482,,,3.013,7.053,7.562,12.028,12.771,16.833,17.47,22.042,22.338,26.74,27.505,33.267
NYU1023,0.131,4.853,,,5.423,7.905,9.017,10.882,12.144,13.799,14.865,16.926,18.308,20.489,21.435,23.376
NYU1024,0.274,3.749,,,4.556,6.377,7.891,9.105,10.431,11.758,12.831,14.373,15.446,17.076,18.086,19.464
NYU1025,0.57,3.531,,,4.103,6.047,7.024,8.59,9.553,11.237,12.279,14.196,15.265,17.391,18.394,20.194
NYU1026,0,2.859,,,3.539,6.449,7.624,9.93,10.951,13.366,14.417,17.265,18.285,21.009,21.829,23.748
NYU1027,0.065,3.317,,,4.149,6.032,6.704,7.891,9.225,10.617,11.335,12.887,13.537,15.226,15.932,17.279
NYU1028,0.108,3.437,,,4.495,6.664,7.61,9.069,10.102,11.524,12.495,13.991,14.95,16.583,17.53,19.113
NYU1029,0.053,2.802,,,3.9,6.056,7.096,9.354,10.596,12.159,13.113,14.979,15.962,18.522,19.592,22.037
NYU1030,0.964,5.21,,,6.249,8.629,9.583,11.108,12.104,13.7,14.711,16.45,17.488,19.27,19.996,21.72
PT001,0.82,3.326,,,3.991,6.545,7.891,9.954,11.57,13.236,15.217,17.533,19.101,21.592,23.018,25.25
PT002,0.159,3.198,,,4.324,7.23,7.881,10.046,11.246,13.07,14.195,16.849,17.723,20.614,21.34,23.519
PT003,0.13,3.823,,,3.893,6.205,6.388,8.016,8.27,9.938,10.162,12.127,12.371,14.203,14.314,15.992
PT004,0.063,1.325,,,1.418,3.476,3.636,5.93,6.005,7.873,7.957,9.655,10.099,12.1,12.544,14.838
PT005,17.849,19.621,,,0,2.153,3.089,4.815,5.836,7.833,8.658,10.531,11.282,13.488,13.993,16.002
PT006,0,1.975,,,2.018,3.925,4.429,6.177,6.362,7.843,7.984,9.776,9.996,11.93,12.345,14.117
PT007,0.406,4.085,,,4.574,8.048,8.631,10.495,11.441,14.237,15.072,18.01,18.735,21.704,22.114,24.578
PT008,20.669,22.258,,,1.959,4.631,5.655,7.302,8.124,10.059,11.011,13.279,14.317,16.83,17.623,19.588
PT009,20.43,23.842,,,1.911,4.575,5.618,7.877,8.889,10.992,12.035,13.827,14.683,16.88,17.813,19.45
PT010,18.036,24.3,,,0.965,2.953,3.905,5.56,6.401,8.15,9.088,11.123,12.044,14.175,15.064,17.1
PT011,16.627,18.11,,,1.407,3.447,4.288,5.778,6.786,8.305,9.034,10.65,11.352,13.086,13.913,15.64
PT012,11.933,15.294,,,1.776,3.7,4.673,7.06,7.956,11.412,,,,,,
PT013,17.247,19.502,,,0.852,3.219,4.203,6.263,7.255,8.935,9.919,11.286,12.255,13.823,14.807,16.218
PT014,18.302,22.661,,,,,0.961,3.313,4.281,6.475,7.354,9.825,10.763,13.353,14.29,17.364
PT015,20.946,24.117,,,0.92,3.552,4.558,6.537,7.525,9.662,10.633,12.823,13.803,16.188,17.158,20.452
PT016,17.624,19.595,,,0.895,3.291,4.168,5.594,6.6,8.124,8.957,10.715,11.692,13.511,14.54,16.966
PT017,25.159,27.959,,,1.002,4.822,5.852,8.662,9.629,12.44,13.228,16.185,17.91,20.773,21.677,23.95
PT018,18.652,21.583,,,1.063,3.373,4.45,5.969,7.037,8.638,9.649,11.307,12.318,14.702,15.762,17.567
PT019,17.305,19.001,,,0.503,2.813,3.74,5.47,6.411,8.051,8.984,10.694,11.67,13.672,14.585,16.35
PT020,19.58,21.964,,,0.82,3.163,4.178,5.98,6.978,8.707,9.664,12.195,13.193,15.716,16.542,18.713
PT022,18.612,20.971,,,0.767,3.055,4.121,6.008,7.035,8.504,9.547,11.58,12.854,14.726,15.722,17.678
PT023,17.315,20.441,,,1.038,3.394,4.461,5.774,6.84,8.459,9.526,11.246,12.235,14.065,15.077,16.695
PT024,16.22,20.387,,,0.636,2.415,3.437,4.811,5.849,7.326,8.365,9.976,10.975,12.563,13.546,15.237
PT025,19.486,22.91,,,1.251,3.901,4.904,6.401,7.209,9.05,10.184,12.332,13.449,15.571,16.652,18.457
PT026,21.401,24.365,,,1.156,3.912,4.52,6.784,7.856,9.721,10.838,13.529,14.51,17.22,17.937,20.075
PT027,20.599,27.246,,,0.653,3.386,4.376,6.418,7.458,9.391,10.411,12.964,13.683,15.876,16.486,19.789
PT028,18.078,20.788,,,0.395,2.426,3.382,5.182,6.13,9.056,9.58,11.788,12.243,14.729,15.199,17.624
PT029,17.387,20.642,,,0.994,3.131,3.839,5.196,5.471,7.308,8.166,10.484,11.224,13.715,14.321,16.387
PT030,18.266,20.937,,,1.02,3.498,4.155,5.936,6.953,8.766,9.711,11.653,12.606,15.132,16.086,17.466
PT031,15.737,18.066,,,0.578,2.42,3.44,5.178,6.261,7.769,8.811,10.368,11.27,12.987,13.542,15.016
PT032,25.39,27.179,,,1.184,5.13,6.033,8.593,9.547,11.942,12.588,15.939,16.78,19.833,20.777,24.426
PT033,16.028,17.604,,,0.983,2.753,3.791,4.955,6,7.396,8.486,9.772,11.747,13.233,14.226,15.557
PT034,18.97,21.367,,,1.861,4.195,5.1,6.599,7.598,9.168,10.12,11.863,12.808,14.826,15.771,17.837
PT036,23.541,27.284,,,0.101,3.225,4.567,6.686,8.037,11.101,12.005,14.92,15.764,18.421,18.967,21.683
PT037,16.612,18.099,,,0,2.476,2.985,4.584,5.273,7.025,7.468,9.299,9.623,11.58,12.143,14.704
PT038,18.062,22.002,,,0,2.24,2.849,4.333,5.311,7.308,8.278,10.276,11.004,13.434,14.26,16.756
PT039,27.372,38.116,,,0,4.297,5.268,8.465,9.145,12.174,12.896,16.467,17.022,21.121,21.912,25.456
PT040,14.025,15.584,,,0,2.03,2.21,3.728,4.477,6.125,6.368,8.073,8.396,10.43,10.679,12.083
PT041,21.337,25.23,,,0,3.231,4.214,7.774,8.481,10.33,11.203,13.898,14.9,17.439,17.723,19.48
PT042,14.139,19.589,,,0,1.937,2.243,3.751,4.407,5.971,6.399,8.121,8.584,10.313,10.647,12.248
PT043,21.456,23.961,,,0,2.559,4.43,5.924,7.347,8.938,11.186,12.979,14.665,16.704,17.661,19.56
PT044,21.35,24.242,,,0,3.148,3.775,5.578,5.931,7.937,8.917,11.693,12.346,14.644,15.677,19.424
PT045,24.865,27.805,,,0,2.739,3.927,5.82,6.398,9.938,11.066,14.179,14.849,17.779,19.679,22.649
PT046,22.974,24.59,,,0,2.97,3.721,5.757,6.661,9.315,10.318,13.447,14.056,17.489,18.143,21.084
PT047,20.196,22.559,,,0,1.803,3.274,4.747,7.525,9.097,10.247,11.752,12.491,15.494,16.323,18.322
PT048,16.129,18.646,,,0,2.394,3.114,4.624,5.112,6.799,7.008,9.048,9.72,11.896,12.54,14.227
PT049,18.083,21.094,,,0.086,2.483,2.483,4.267,4.797,7.615,7.653,9.478,9.908,13.774,14.304,16.091
PT050,20.554,24.741,,,0.119,2.212,3.104,4.764,6.134,7.885,9.696,11.573,13.213,15.451,16.856,18.616
PT051,19.866,21.931,,,0.121,3.144,3.894,5.726,6.796,9.459,9.914,11.865,12.584,14.879,15.549,17.948
PT052,14.692,17.019,,,0.282,2.184,2.768,3.908,4.636,6.049,7.074,9.136,10.081,11.927,12.639,14.084
PT053,16.098,19.134,,,0.186,2.132,2.517,4.463,6.524,8.135,8.578,10.205,10.473,12.787,13.08,15.252
